ID,name,cre_id,lat,lng,regular,premium,diesel
2078,"Gasolinería Cid, S.A. de C.V.",PL/823/EXP/ES/2015,19.64046,-99.36308,20.09,,20.79
2079,"Gasolinería Perseo, S.A. de C.V.",PL/627/EXP/ES/2015,19.74912,-99.11606,20.29,22.39,20.99
2080,MULTISERVICIOS LA PILARICA SA DE CV ,PL/408/EXP/ES/2015,25.9744,-109.2856,21.69,23.79,21.89
2081,"PETROMAX, S.A. DE C.V.",PL/580/EXP/ES/2015,26.06025,-98.35571,17.09,,
2082,"PETROMAX, S.A. DE C.V.",PL/489/EXP/ES/2015,25.7805,-100.1759,21.79,,
2083,"PETROMAX, S.A. DE C.V.",PL/465/EXP/ES/2015,20.73139,-103.4519,20.49,22.49,
2084,"SERVICIO AVENIDA, S.A. DE C.V.",PL/724/EXP/ES/2015,21.89668,-102.3053,20.35,,
2085,"ESTACION DE SERVICIO LEON, S.DER.L. DE C.V.",PL/829/EXP/ES/2015,21.09879,-101.6677,19.99,23.39,
2086,"PETROMAX, S.A. DE C.V.",PL/584/EXP/ES/2015,32.63511,-115.3865,18.99,20.49,19.99
2087,"ESTACION DE SERVICIO PITS, S. DE R.L. DE C.V.",PL/710/EXP/ES/2015,32.49946,-116.7158,20.59,,21.09
2088,GRUPO GOCALVI SA DE CV,PL/858/EXP/ES/2015,31.5649,-106.3973,15.19,,
2089,"Socombumex, S.A. de C.V.",PL/690/EXP/ES/2015,19.07791,-104.288,20.49,,
2090,"Gasolinería Segovia, S.A. de C.V.",PL/699/EXP/ES/2015,19.60755,-98.99508,20.79,22.59,
2091,SERVICIO LOS OLIVOS S.A. DE C.V.(E4394),PL/786/EXP/ES/2015,31.7838,-116.5917,19.76,,
2092,MULTISERVICIOS LA PILARICA SA DE CV ,PL/402/EXP/ES/2015,25.80147,-108.9855,21.71,23.85,22.47
2093,"GRUPO OCTANO, S.A. DE C.V.",PL/405/EXP/ES/2015,19.79169,-100.9704,20.98,22.68,22.48
2094,"PETROMAX, S.A. DE C.V.",PL/590/EXP/ES/2015,25.82625,-100.2963,21.69,,21.99
2095,"GRUPO OCTANO, S.A. DE C.V.",PL/417/EXP/ES/2015,21.52222,-104.8868,19.99,,
2096,"Inmobiliaria Corredor Tultitlán, S.A. de C.V. ",PL/820/EXP/ES/2015,19.67871,-99.10838,20.89,22.79,21.69
2097,"PETROMAX, S.A. DE C.V.",PL/601/EXP/ES/2015,32.60843,-115.4722,18.99,,19.99
2098,"PETROMAX, S.A. DE C.V.",PL/553/EXP/ES/2015,19.63609,-99.10677,20.99,22.69,
2099,"GRUPO OCTANO, S.A. DE C.V.",PL/373/EXP/ES/2015,21.47011,-104.8489,20.99,,
2100,"PETROMAX, S.A. DE C.V.",PL/451/EXP/ES/2015,25.73217,-100.2104,21.69,,
2101,"CRUCERO LAS GOLONDRINAS,SA DE CV",PL/892/EXP/ES/2015,19.14014,-103.7721,20.1,21.88,
2102,Becktrop Operadora SA de CV,PL/707/EXP/ES/2015,32.49127,-116.953,20.09,,
2103,"PETROMAX, S.A. DE C.V.",PL/594/EXP/ES/2015,25.70155,-100.1302,20.99,,21.49
2104,"ESTACION RAEL, S. DE R.L. DE C.V.",PL/660/EXP/ES/2015,32.51104,-116.9663,20.49,21.99,20.79
2105,"GRUPO OCTANO, S.A. DE C.V.",PL/365/EXP/ES/2015,21.54249,-105.2828,21.99,,
2106,ESTACION DE SERVICIO AUTOMOTRIZ DEL NORTE SA DE CV,PL/845/EXP/ES/2015,21.91625,-102.2924,19.96,,
2107,"SERVICIO CIBOLA, S.A. DE C.V.",PL/685/EXP/ES/2015,29.30929,-100.9351,16.99,,20.65
2108,"PETROMAX, S.A. DE C.V.",PL/577/EXP/ES/2015,25.53419,-103.3228,20.59,22.39,
2109,MULTISERVICIOS SIGAS S.A. DE C.V.,PL/655/EXP/ES/2015,22.14957,-102.4106,21.29,22.79,22.19
2110,"SERVICIOS DEL VALLE DEL FUERTE, S.A. DE C.V.",PL/374/EXP/ES/2015,25.73669,-109.0138,21.72,24.27,
2111,"PETROMAX, S.A. DE C.V.",PL/592/EXP/ES/2015,26.04917,-98.38633,17.09,,
2112,"Servicio Vega Atizapan, S.A. de C.V.",PL/879/EXP/ES/2015,19.55827,-99.25086,20.99,22.99,21.99
2113,"ESTACION RAEL, S. DE R.L. DE C.V.",PL/686/EXP/ES/2015,32.50455,-116.977,20.19,21.99,20.89
2114,"PETROMAX, S.A. DE C.V.",PL/571/EXP/ES/2015,25.72328,-100.1915,20.99,22.99,
2115,"ESTACION RAMOS, S.A. DE C.V.",PL/812/EXP/ES/2015,25.52635,-100.941,20.15,,
2116,"PETROMAX, S.A. DE C.V.",PL/477/EXP/ES/2015,25.85833,-97.53786,16.29,17.99,
2117,"ESTACION DE SERVICIO LEON, S.DER.L. DE C.V.",PL/841/EXP/ES/2015,21.12003,-101.6691,20.99,23.29,
2118,"GRUPO OCTANO, S.A. DE C.V.",PL/497/EXP/ES/2015,19.90187,-100.7924,20.98,22.68,22.48
2119,"PETROMAX, S.A. DE C.V.",PL/517/EXP/ES/2015,25.64484,-100.1696,20.59,22.39,
2120,"PETROLIFEROS LA TERRITORIAL, S. DE R.L. DE C.V.",PL/833/EXP/ES/2015,31.27435,-110.93,17.69,20.59,
2121,"PETROMAX, S.A. DE C.V.",PL/427/EXP/ES/2015,25.67366,-100.3682,21.49,,
2122,"PETROMAX, S.A. DE C.V.",PL/492/EXP/ES/2015,25.71746,-100.1685,21.79,,
2123,SERVICIO DEL CENTRO HIDALGO SA DE CV ,PL/774/EXP/ES/2015,20.94723,-101.4349,21.19,,
2124,"SERV.EL TRIANGULO DEL REFUGIO,S.DER.L.DEC.V.",PL/639/EXP/ES/2015,32.53289,-117.0602,18.79,21.99,
2125,AMC COMBUSTIBLES Y LUBRICANTES S.A. DE C.V.,PL/779/EXP/ES/2015,26.91485,-101.4206,21.25,,
2126,"SERVICIO RAMA, S.A. DE C.V.",PL/796/EXP/ES/2015,28.70405,-100.5448,14.99,,
2127,"PETROMAX, S.A. DE C.V.",PL/448/EXP/ES/2015,25.81873,-100.2944,21.69,,
2128,Servicio Ravello S.A de C.V.,PL/792/EXP/ES/2015,32.49886,-116.917,20.01,,20.3
2129,"ESTACION RAEL, S. DE R.L. DE C.V.",PL/849/EXP/ES/2015,32.63718,-115.3992,19.39,21.29,20.39
2130,"PETROMAX, S.A. DE C.V.",PL/490/EXP/ES/2015,28.65146,-106.0694,20.19,22.29,21.99
2131,"INMOBILIARIA ANADECA, S.A. DE C.V.",PL/680/EXP/ES/2015,32.51353,-117.1202,20.29,21.99,
2132,"SERVICIOS DEL VALLE DEL FUERTE, S.A. DE C.V.",PL/413/EXP/ES/2015,25.81053,-109.0028,21.72,24.27,
2133,MARA ESTACION DE SERVICIOS SA DE CV,PL/766/EXP/ES/2015,21.89202,-102.2631,20.38,,
2134,"GRUPO OCTANO, S.A. DE C.V.",PL/617/EXP/ES/2015,21.49442,-104.8968,21.39,,
2135,SERVICIO OROZCO SA DE CV,PL/713/EXP/ES/2015,23.82137,-99.12276,20.99,22.59,22.59
2136,Servicio Puerta de Hierro S.A. de C.V.,PL/770/EXP/ES/2015,19.25796,-103.7087,19.69,,
2137,"Gasolinería Real Madeira, S.A. de C.V.",PL/835/EXP/ES/2015,19.57863,-99.02091,19.99,22.59,21.69
2138,"PETROMAX, S.A. DE C.V.",PL/476/EXP/ES/2015,25.43487,-100.9133,20.89,,
2139,"PETROMAX, S.A. DE C.V.",PL/483/EXP/ES/2015,26.06835,-98.31638,17.09,,
2140,"Inmobiliaria Socor, S.A. de C.V.",PL/630/EXP/ES/2015,19.71715,-99.13939,20.59,22.69,21.79
2141,GRUPO EMPRESARIAL CACHANILLA SA DE CV,PL/394/EXP/ES/2015,32.59509,-115.5029,18.29,,
2142,"Gasolinería Itálica, S.A. de C.V.",PL/632/EXP/ES/2015,19.53231,-99.2491,20.99,22.99,21.99
2143,"Super Servicio Cumbre, S.A. de C.V.",PL/853/EXP/ES/2015,18.90457,-99.21558,19.99,21.99,21.69
2144,ESTACIONES DE SERVICIO CAMINOS DE GUANAJUATO SA CV,PL/893/EXP/ES/2015,21.16531,-100.9016,20.68,,
2145,"PETROMAX, S.A. DE C.V.",PL/519/EXP/ES/2015,25.47064,-100.995,20.89,,
2146,"PETROMAX, S.A. DE C.V.",PL/523/EXP/ES/2015,25.77217,-100.3883,20.19,22.79,
2147,"PETROMAX, S.A. DE C.V.",PL/563/EXP/ES/2015,25.71573,-100.2403,20.99,23.09,
2148,"PETROMAX, S.A. DE C.V.",PL/464/EXP/ES/2015,25.28464,-100.0302,20.59,22.49,
2149,"PETROLIFEROS LA TERRITORIAL, S. DE R.L. DE C.V.",PL/834/EXP/ES/2015,31.28525,-110.9418,17.59,20.59,20.99
2150,"PETROMAX, S.A. DE C.V.",PL/467/EXP/ES/2015,26.04565,-98.39253,17.09,,
2151,"PETROMAX, S.A. DE C.V.",PL/485/EXP/ES/2015,25.48239,-100.9813,20.89,,
2152,"PETROMAX, S.A. DE C.V.",PL/494/EXP/ES/2015,25.71853,-100.2887,20.69,,
2153,"Inmobiliaria RAVS, S.A. de C.V.",PL/695/EXP/ES/2015,19.37504,-99.08196,20.99,22.79,21.59
2154,GASOLINA Y LUBRICANTES MALPASO SA DE CV ,PL/725/EXP/ES/2015,17.18763,-93.56612,20.39,,
2155,"SERVICIO EFIGAS, S. DE R.L. DE C.V.",PL/678/EXP/ES/2015,32.52866,-117.0082,19.19,21.99,
2156,SERVICIOS ENERGETICOS DEL PACIFICO SA DE CV,PL/727/EXP/ES/2015,19.11446,-104.3236,19.94,,
2157,"Gasolinería México - Ajusco 1, S.A. de C.V.",PL/821/EXP/ES/2015,19.2289,-99.19692,19.99,21.79,20.64
2158,"GRUPO OCTANO, S.A. DE C.V.",PL/421/EXP/ES/2015,20.65418,-105.2224,21.19,,
2159,"GRUPO OCTANO, S.A. DE C.V.",PL/501/EXP/ES/2015,20.20225,-101.1592,20.98,22.68,22.48
2160,GRUPO EMPRESARIAL CACHANILLA SA DE CV,PL/383/EXP/ES/2015,32.47077,-114.7834,16.39,18.24,20.49
2161,"PETROMAX, S.A. DE C.V.",PL/559/EXP/ES/2015,25.38848,-100.9898,20.39,,
2162,"PETROMAX, S.A. DE C.V.",PL/510/EXP/ES/2015,25.55805,-103.4574,20.79,20.75,22.19
2163,ESTACION DE SERVICIO TEZONTEPEC S.A. DE C.V.,PL/719/EXP/ES/2015,20.19257,-99.26816,19.49,,
2164,"ESTACION RAEL, S. DE R.L. DE C.V.",PL/729/EXP/ES/2015,32.48362,-116.9314,20.29,21.99,20.79
2165,"Estación de Servicio Cordoba, S.A. de C.V.",PL/664/EXP/ES/2015,18.91205,-99.20078,19.99,21.99,21.69
2166,Becktrop Operadora SA de CV,PL/702/EXP/ES/2015,32.51695,-117.0217,19.99,,
2167,GRUPO EMPRESARIAL CACHANILLA SA DE CV,PL/378/EXP/ES/2015,32.60439,-115.4283,18.29,,
2168,GRUPO GOCALVI SA DE CV,PL/847/EXP/ES/2015,31.77218,-106.5244,15.19,,
2169,"GRUPO OCTANO, S.A. DE C.V.",PL/419/EXP/ES/2015,20.64037,-103.4172,20.99,22.99,
2170,"GRUPO OCTANO, S.A. DE C.V.",PL/414/EXP/ES/2015,19.78714,-101.0983,20.98,22.68,22.48
2171,GRUPO GOCALVI SA DE CV,PL/870/EXP/ES/2015,31.72176,-106.4938,15.19,,
2172,"SERVICIO GENCAR, S.A. DE C.V.",PL/805/EXP/ES/2015,18.64528,-91.8837,20.29,21.69,
2173,GRUPO EMPRESARIAL CACHANILLA SA DE CV,PL/393/EXP/ES/2015,32.55959,-115.3589,18.29,,
2174,GRUPO EMPRESARIAL CACHANILLA SA DE CV,PL/384/EXP/ES/2015,32.56762,-115.3366,18.29,,
2175,"PETROMAX, S.A. DE C.V.",PL/622/EXP/ES/2015,25.59786,-103.4968,21.09,22.39,22.19
2176,"PETROMAX, S.A. DE C.V.",PL/435/EXP/ES/2015,19.47735,-99.23218,20.89,20.06,
2177,"PETROMAX, S.A. DE C.V.",PL/466/EXP/ES/2015,25.73397,-100.174,21.79,,
2178,"PETROMAX, S.A. DE C.V.",PL/570/EXP/ES/2015,25.76927,-100.273,21.79,,
2179,GAS SANFER S. DE R.L. DE C.V.,PL/755/EXP/ES/2015,19.24986,-103.719,20.19,,21.99
2180,"COMBU-EXPRESS, S.A. DE C.V.",PL/769/EXP/ES/2015,21.49188,-104.8626,20.69,22.79,21.79
2181,"PETROMAX, S.A. DE C.V.",PL/450/EXP/ES/2015,25.78579,-100.1586,21.79,,
2182,"Servicio Jacarandas, S.A. de C.V.",PL/854/EXP/ES/2015,19.61462,-99.0181,20.79,22.59,
2183,"PETROMAX, S.A. DE C.V.",PL/429/EXP/ES/2015,26.08213,-98.29991,17.09,,
2184,"GRUPO OCTANO, S.A. DE C.V.",PL/534/EXP/ES/2015,20.69032,-105.2258,21.19,,
2185,MULTISERVICIOS LA PILARICA SA DE CV ,PL/379/EXP/ES/2015,25.74504,-109.0079,21.71,23.85,22.47
2186,"Estación de Servicio Marbella, S.A. de C.V.",PL/692/EXP/ES/2015,19.54896,-99.07384,20.79,22.59,
2187,"PETROMAX, S.A. DE C.V.",PL/614/EXP/ES/2015,26.06836,-98.33501,17.09,,
2188,"Gasolinería Ulises, S.A. de C.V.",PL/648/EXP/ES/2015,19.62737,-99.2403,20.19,,21.49
2189,"ARY SUPER SERVICIOS VI, SA DE CV",PL/852/EXP/ES/2015,25.59699,-103.3994,20.79,22.19,
2190,"PETROMAX, S.A. DE C.V.",PL/574/EXP/ES/2015,19.54947,-99.05198,21.29,22.99,
2191,"Estación de Servicio Cuenca, S.A. de C.V. ",PL/693/EXP/ES/2015,22.254,-97.85314,19.99,,
2192,"ESTACION DE SERVICIO LEON, S.DER.L. DE C.V.",PL/859/EXP/ES/2015,21.15335,-101.6542,19.99,23.39,22.19
2193,DALROM S.A DE C.V.,PL/757/EXP/ES/2015,21.87411,-102.2435,21.19,22.99,21.79
2194,"PETROMAX, S.A. DE C.V.",PL/555/EXP/ES/2015,25.79039,-100.261,21.79,,
2195,COMBUSTIBLES ARCOTETE S.A. DE C.V.,PL/735/EXP/ES/2015,16.73734,-92.60492,20.58,,
2196,"Estación de Servicio la Rioja, S.A. de C.V.",PL/647/EXP/ES/2015,19.82526,-99.08937,20.59,22.49,21.79
2197,servicio el toreo de saltillo sa de cv,PL/771/EXP/ES/2015,25.44261,-100.9147,20.69,,
2198,"PETROMAX, S.A. DE C.V.",PL/514/EXP/ES/2015,25.67927,-100.4822,21.49,,
2199,SERVICIO SIERRA DE ARTEAGA SA DE CV,PL/783/EXP/ES/2015,25.44026,-100.8774,20.89,,
2200,"DIAZ GAS, S.A. DE C.V.",PL/761/EXP/ES/2015,31.7462,-106.4253,15.43,,
2201,"PETROMAX, S.A. DE C.V.",PL/458/EXP/ES/2015,25.70878,-100.1629,20.79,,
2202,ESTACION TALLERES S.A. DE C.V.,PL/888/EXP/ES/2015,21.15601,-86.88126,21.49,,
2203,"PETROMAX, S.A. DE C.V.",PL/564/EXP/ES/2015,25.71314,-100.3628,20.99,22.79,
2204,"PETROMAX, S.A. DE C.V.",PL/520/EXP/ES/2015,25.66576,-100.2664,20.49,,21.09
2205,"GRUPO LONOR, S.A. DE C.V.  E11919",PL/874/EXP/ES/2015,15.8336,-91.96599,20.79,,22.24
2206,"ESTACION DE SERVICIO LEON, S.DER.L. DE C.V.",PL/877/EXP/ES/2015,21.07652,-101.6518,20.19,23.39,
2207,"GRUPO OCTANO, S.A. DE C.V.",PL/504/EXP/ES/2015,19.80471,-104.2044,21.34,22.39,
2208,"GRUPO OCTANO, S.A. DE C.V.",PL/416/EXP/ES/2015,21.49595,-104.883,20.99,,
2209,GASOLINERAS PABA SA DE CV ,PL/733/EXP/ES/2015,24.12212,-110.2945,20.59,22.49,21.69
2210,SERVICIO GASOL SA DE CV,PL/883/EXP/ES/2015,25.55813,-103.3947,20.89,,
2211,"PETROMAX, S.A. DE C.V.",PL/542/EXP/ES/2015,26.02191,-98.23244,17.09,,
2212,Becktrop Operadora SA de CV,PL/709/EXP/ES/2015,32.5229,-117.0261,19.99,,
2213,"ESTACION AMBAR, S. DE R.L. DE C.V.",PL/722/EXP/ES/2015,32.49483,-116.924,19.19,21.99,20.49
2214,"Estación de Servicio Venta de Carpio, S.A. de C.V.",PL/819/EXP/ES/2015,19.6214,-99.00452,20.29,22.59,
2215,"SERVICIOS DEL VALLE DEL FUERTE, S.A. DE C.V.",PL/370/EXP/ES/2015,25.78968,-109.0119,21.7,24.15,
2216,GASOLINERAS PABA SA DE CV ,PL/688/EXP/ES/2015,24.14254,-110.314,20.09,,
2217,"PETROMAX, S.A. DE C.V.",PL/540/EXP/ES/2015,25.76277,-100.4024,20.69,22.99,
2218,ENERGETICOS Y SERVICIOS OCOZOCOAUTLA  SA DE CV ,PL/765/EXP/ES/2015,14.91567,-92.34282,20.45,,
2219,"PETROMAX, S.A. DE C.V.",PL/600/EXP/ES/2015,25.73068,-100.253,21.79,,
2220,APOYOS Y SUMIN.COMERCIALES E INDUST. S.A. DE C.V. ,PL/633/EXP/ES/2015,32.52634,-117.0852,19.99,21.99,20.39
2221,GRUPO EMPRESARIAL CACHANILLA SA DE CV,PL/398/EXP/ES/2015,32.65948,-115.3744,18.24,,
2222,GRUPO EMPRESARIAL CACHANILLA SA DE CV,PL/389/EXP/ES/2015,32.59562,-115.4325,18.29,,
2223,"ESTACION CUCAPAH, S.A. DE C.V.",PL/687/EXP/ES/2015,32.51322,-116.8796,19.49,21.99,20.39
2224,"PETROMAX, S.A. DE C.V.",PL/603/EXP/ES/2015,25.82103,-100.264,20.99,22.99,
2225,"ESTACION GRUGAS, S. DE R.L. DE C.V.",PL/669/EXP/ES/2015,32.53901,-116.9147,20.39,21.99,20.79
2226,DISTRIBUIDORA DE COBUSTIBLES LAS CAÑADAS SA DE CV ,PL/739/EXP/ES/2015,16.08285,-90.63845,19.49,,21.54
2227,servicios energeticos brisas sa de cv,PL/741/EXP/ES/2015,25.48155,-100.9835,20.69,,21.69
2228,"PETROMAX, S.A. DE C.V.",PL/589/EXP/ES/2015,25.78637,-100.3206,20.99,23.19,21.99
2229,PETRO SERVICIOS DEL SURESTE SA DE CV,PL/643/EXP/ES/2015,17.90663,-93.12914,19.99,20.95,
2230,Becktrop Operadora SA de CV,PL/716/EXP/ES/2015,32.65059,-115.4722,18.99,,
2231,GASOLINERIA LAZARO CHANONA BORGES SA DE CV ,PL/777/EXP/ES/2015,16.76469,-93.38528,20.35,,
2232,"PETROMAX, S.A. DE C.V.",PL/547/EXP/ES/2015,25.77943,-100.318,20.99,23.19,
2233,GASOLINERA NORPONIENTE S.A. DE C.V.,PL/889/EXP/ES/2015,21.14857,-86.89943,21.44,,
2234,DISTRIBUIDORA DE COBUSTIBLES LAS CAÑADAS SA DE CV ,PL/736/EXP/ES/2015,16.50013,-90.65433,19.19,,21.54
2235,"PETROMAX, S.A. DE C.V.",PL/598/EXP/ES/2015,19.6322,-99.0914,20.89,22.79,
2236,"Estación de Servicio Cantabria, S.A. de C.V.",PL/822/EXP/ES/2015,18.88947,-99.19987,19.35,,
2237,"GRUPO OCTANO, S.A. DE C.V.",PL/424/EXP/ES/2015,21.0257,-105.2634,21.19,,
2238,GASOLINERA GUASAVE SA DE CV,PL/903/EXP/ES/2015,25.56817,-108.4668,20.78,,
2239,"PETROMAX, S.A. DE C.V.",PL/495/EXP/ES/2015,26.08957,-98.29279,17.09,,
2240,GRUPO EMPRESARIAL CACHANILLA SA DE CV,PL/403/EXP/ES/2015,32.58874,-115.5797,18.44,,
2241,"SERVICIOS DEL VALLE DEL FUERTE, S.A. DE C.V.",PL/391/EXP/ES/2015,25.79292,-109.0046,21.72,24.27,
2242,"SERVICIO JARDINES, S.A. DE C.V. ( ES12369)",PL/671/EXP/ES/2015,20.3788,-90.04852,20.79,,
2243,Gasolinera Colon S.A. de C.V.,PL/828/EXP/ES/2015,20.65207,-103.3658,20.61,,
2244,"PETROMAX, S.A. DE C.V.",PL/569/EXP/ES/2015,25.69688,-100.3575,21.79,,
2245,"GRUPO OCTANO, S.A. DE C.V.",PL/363/EXP/ES/2015,21.47486,-104.8595,20.99,,
2246,"SERVICIOS DEL VALLE DEL FUERTE, S.A. DE C.V.",PL/390/EXP/ES/2015,25.82133,-108.9919,21.72,24.27,
2247,"PETROMAX, S.A. DE C.V.",PL/527/EXP/ES/2015,25.50189,-100.9627,20.89,,21.79
2248,OPERADORA LAS CRUCES SA DE CV,PL/791/EXP/ES/2015,28.70271,-100.5463,14.58,17.8,
2249,"PETROMAX, S.A. DE C.V.",PL/478/EXP/ES/2015,28.68869,-106.1335,20.89,,21.99
2250,GRUPO GOCALVI SA DE CV,PL/830/EXP/ES/2015,31.72121,-106.4936,15.19,,
2251,Estacion El Encanto S.A. de C.V.,PL/726/EXP/ES/2015,32.56519,-116.6503,18.69,,
2252,GRUPO EMPRESARIAL CACHANILLA SA DE CV,PL/382/EXP/ES/2015,32.59637,-115.483,18.34,,
2253,"Gasolinería Turquesa, S.A. de C.V. ",PL/864/EXP/ES/2015,19.67295,-99.07876,20.89,22.79,
2254,"SERVICIOS DEL VALLE DEL FUERTE, S.A. DE C.V.",PL/381/EXP/ES/2015,25.76621,-108.9903,21.7,24.15,
2255,"PETROMAX, S.A. DE C.V.",PL/469/EXP/ES/2015,25.76333,-100.4128,21.79,,
2256,"ESTACION RAEL, S. DE R.L. DE C.V.",PL/869/EXP/ES/2015,32.50251,-116.8668,20.19,21.99,20.59
2257,"GRUPO OCTANO, S.A. DE C.V.",PL/535/EXP/ES/2015,20.95066,-105.3483,21.19,,
2258,MULTISERVICIOS LA PILARICA SA DE CV ,PL/376/EXP/ES/2015,25.70819,-108.7157,19.9,23.85,21.85
2259,"DIAZ GAS, S.A. DE C.V.",PL/776/EXP/ES/2015,31.7203,-106.4733,15.33,,
2260,"ESTACION RAEL, S. DE R.L. DE C.V.",PL/682/EXP/ES/2015,32.64334,-115.506,19.29,21.29,20.85
2261,"PETROMAX, S.A. DE C.V.",PL/597/EXP/ES/2015,25.78744,-100.5805,21.59,22.99,
2262,"GRUPO OCTANO, S.A. DE C.V.",PL/400/EXP/ES/2015,19.67717,-101.2223,19.98,22.38,
2263,"PETROMAX, S.A. DE C.V.",PL/434/EXP/ES/2015,25.44611,-100.846,19.99,22.19,
2264,"SERVICIO AG SANTA ROSA, S.A. DE C.V.",PL/673/EXP/ES/2015,27.88953,-101.4273,19.9,,
2265,"ARY SUPER SERVICIOS II, SA DE CV",PL/886/EXP/ES/2015,25.54451,-103.5191,20.73,22.2,22.24
2266,"Gaeli Diesel, S.A. de C.V.",PL/872/EXP/ES/2015,18.65546,-91.82955,20.22,,
2267,"PETROMAX, S.A. DE C.V.",PL/537/EXP/ES/2015,19.47922,-99.10912,20.79,22.59,
